time,Fp1,Fp2,C3,C4
8.406250,-0.060189,0.089737,0.182907,0.454172
8.410156,-0.073717,0.159829,0.171726,0.210658
8.414063,-0.028161,0.102005,0.186804,0.262697
8.417969,-0.022084,0.005379,-0.015654,0.038306
8.421875,0.027357,-0.102806,0.003410,-0.059727
8.425781,-0.168326,-0.241965,-0.173969,-0.156064
8.429688,-0.296624,-0.273260,-0.200598,-0.178144
8.433594,-0.300517,-0.445124,-0.404542,-0.132030
8.437500,-0.507506,-0.360850,-0.450224,-0.216901
8.441406,-0.528875,-0.498393,-0.288547,-0.126516
8.445313,-0.600408,-0.427709,-0.225531,-0.089971
8.449219,-0.661653,-0.559928,-0.333034,0.046997
8.453125,-0.511003,-0.530958,-0.241371,0.042226
8.457031,-0.683079,-0.455481,-0.224599,0.114526
8.460938,-0.679059,-0.469316,-0.277580,0.228906
8.464844,-0.678565,-0.451244,-0.184824,0.291242
8.468750,-0.739596,-0.505896,-0.222065,0.310552
8.472656,-0.821884,-0.438002,0.029884,0.395468
8.476563,-0.803682,-0.484959,-0.000506,0.403682
8.480469,-0.710874,-0.299869,0.266684,0.764435
8.484375,-0.721675,-0.111865,0.425498,0.923696
8.488281,-0.650548,-0.056692,0.580993,0.986151
8.492188,-0.415630,0.229786,0.832016,1.101987
8.496094,-0.264563,0.387406,1.043880,1.338171
8.500000,-0.021777,0.587734,1.078887,1.317207
8.503906,0.295587,0.905994,1.280918,1.421664
8.507813,0.462615,1.041341,1.247325,1.241896
8.511719,0.667811,1.128615,1.195143,1.098639
8.515625,0.692443,1.051309,1.247694,1.042664
8.519531,0.822650,0.963183,1.119787,0.766038
8.523438,0.721864,0.986544,0.906939,0.599621
8.527344,0.684782,0.838719,0.733514,0.431786
8.531250,0.739452,0.804239,0.628636,0.348496
8.535156,0.711481,0.762959,0.553206,0.390421
8.539063,0.608386,0.672750,0.577578,0.280414
8.542969,0.580707,0.535634,0.536493,0.159077
8.546875,0.669553,0.538266,0.456321,0.075685
8.550781,0.498368,0.431978,0.372657,0.179549
8.554688,0.583421,0.546129,0.213310,0.121449
8.558594,0.461264,0.389306,0.149863,-0.098897
8.562500,0.391426,0.291096,0.214164,-0.194836
8.566406,0.367505,0.118072,0.028789,-0.168616
8.570313,0.164496,0.033936,-0.013553,-0.266066
8.574219,0.189969,0.047178,-0.103691,-0.048176
8.578125,-0.039425,0.011537,-0.106396,-0.033561
8.582031,-0.101929,-0.029417,-0.040122,-0.008502
8.585938,-0.137321,-0.052063,0.103086,0.175466
8.589844,-0.019209,0.056468,0.285176,0.284088
8.593750,0.046515,0.194965,0.422654,0.296028
8.597656,0.225480,0.441459,0.404806,0.423020
8.601563,0.322041,0.563344,0.532773,0.421657
8.605469,0.547828,0.622241,0.636177,0.509469
8.609375,0.577945,0.626925,0.675462,0.283589
8.613281,0.620533,0.755195,0.549596,0.189978
8.617188,0.653072,0.563024,0.356430,0.120482
8.621094,0.675613,0.556890,0.258124,-0.041400
8.625000,0.512369,0.485672,0.265810,-0.178415
8.628906,0.450250,0.407160,0.171236,-0.187715
8.632813,0.426850,0.346110,0.086991,-0.196442
8.636719,0.314094,0.313242,-0.054188,-0.229666
8.640625,0.264434,0.145678,-0.009740,-0.176485
8.644531,0.293760,0.144126,0.015513,-0.122005
8.648438,0.318391,0.206241,0.103685,-0.213670
8.652344,0.307670,0.204315,-0.014322,-0.144853
8.656250,0.211289,0.213217,-0.048594,-0.207920
8.660156,0.338248,0.210111,-0.073436,-0.180237
8.664063,0.181447,0.166525,0.008909,-0.215318
8.667969,0.144924,0.131355,-0.180977,-0.279505
8.671875,0.099924,-0.054061,-0.024650,-0.115394
8.675781,0.137299,0.014272,-0.077626,-0.237596
8.679688,0.009958,0.025081,0.000654,-0.065904
8.683594,-0.024088,0.152595,0.074959,0.115078
8.687500,0.133818,0.240619,0.254281,0.249572
8.691406,0.190367,0.252433,0.326424,0.161000
8.695313,0.285816,0.384464,0.501495,0.322719
8.699219,0.584209,0.547469,0.500773,0.380474
8.703125,0.789073,0.623585,0.495945,0.184895
8.707031,0.928062,0.701533,0.567640,0.031940
8.710938,0.867772,0.785129,0.396889,-0.102971
8.714844,0.918493,0.656425,0.247806,-0.280099
8.718750,0.856959,0.644026,-0.034014,-0.419873
8.722656,0.800565,0.433922,-0.036903,-0.668782
8.726563,0.648037,0.229521,-0.379504,-0.724521
8.730469,0.703269,0.015645,-0.472841,-0.938038
8.734375,0.425651,-0.101014,-0.638375,-1.079793
8.738281,0.395250,-0.148034,-0.787612,-0.976428
8.742188,0.275582,-0.335741,-0.779033,-1.029200
8.746094,0.018626,-0.336988,-0.858643,-1.049365
8.750000,0.022189,-0.475451,-0.978151,-1.120887
8.753906,-0.180428,-0.597198,-0.965626,-0.963239
8.757813,-0.165120,-0.598648,-1.035253,-1.136376
8.761719,-0.347108,-0.744497,-1.032347,-1.081865
8.765625,-0.532400,-0.959272,-1.141075,-0.985751
8.769531,-0.702353,-0.945586,-1.144287,-0.929213
8.773438,-0.675618,-1.089781,-1.128429,-0.822339
8.777344,-0.773211,-1.148039,-1.155250,-0.836702
8.781250,-0.877840,-1.009829,-0.863227,-0.608748
8.785156,-1.068478,-1.103779,-0.712688,-0.494869
8.789063,-1.016383,-0.847511,-0.627283,-0.168021
8.792969,-0.900420,-0.662613,-0.348976,0.027978
8.796875,-0.734319,-0.551398,-0.296644,0.097586
8.800781,-0.446170,-0.310611,-0.009138,0.157529
8.804688,-0.309508,-0.235260,0.075887,0.296321
8.808594,-0.181870,-0.157179,0.059374,0.199274
8.812500,-0.054338,-0.031493,0.048379,0.212912
8.816406,-0.104081,-0.136912,0.017191,-0.039907
8.820313,-0.140097,-0.014082,-0.130242,0.026539
8.824219,-0.162705,-0.241348,-0.197544,-0.161783
8.828125,-0.206680,-0.261970,-0.238313,-0.263312
8.832031,-0.103159,-0.365554,-0.238986,-0.313171
8.835938,-0.248133,-0.338428,-0.255111,-0.255910
8.839844,-0.233743,-0.285736,-0.236721,-0.219803
8.843750,-0.220028,-0.397220,-0.327546,-0.134055
8.847656,-0.378379,-0.268162,-0.373990,-0.129978
8.851563,-0.245256,-0.390870,-0.286908,-0.101108
8.855469,-0.388452,-0.324189,-0.409990,-0.156449
8.859375,-0.337058,-0.442994,-0.382365,-0.156352
8.863281,-0.420656,-0.362546,-0.458919,-0.232629
8.867188,-0.489125,-0.492803,-0.408309,-0.238695
8.871094,-0.449351,-0.524214,-0.526931,-0.344722
8.875000,-0.512770,-0.676201,-0.412875,-0.248680
8.878906,-0.669184,-0.545142,-0.395373,-0.177113
8.882813,-0.627676,-0.496360,-0.248415,0.046041
8.886719,-0.757086,-0.544789,-0.208879,0.152772
8.890625,-0.625408,-0.296651,-0.056377,0.200343
8.894531,-0.591583,-0.162512,0.048790,0.379438
8.898438,-0.325330,-0.044904,0.281105,0.468242
8.902344,-0.260447,0.080663,0.175832,0.347012
8.906250,-0.029003,0.078061,0.332766,0.446721
8.910156,-0.009126,0.167228,0.331094,0.310300
8.914063,-0.040852,0.126347,0.207573,0.083430
8.917969,0.120503,0.015673,0.144145,-0.034944
8.921875,-0.064588,-0.017399,0.007193,-0.009567
8.925781,-0.071756,-0.096873,-0.272503,-0.162800
8.929688,-0.205757,-0.244643,-0.223886,-0.104624
8.933594,-0.362142,-0.379961,-0.396436,-0.248228
8.937500,-0.333737,-0.459582,-0.413294,-0.078114
8.941406,-0.546093,-0.555936,-0.260911,-0.027251
8.945313,-0.462272,-0.399669,-0.270280,-0.020858
8.949219,-0.669315,-0.417801,-0.179993,-0.086363
8.953125,-0.649270,-0.492809,-0.165210,0.155014
8.957031,-0.710231,-0.395496,-0.246344,0.110675
8.960938,-0.693351,-0.544444,-0.102433,0.239035
8.964844,-0.636593,-0.419905,-0.189929,0.121060
8.968750,-0.703143,-0.418489,-0.077308,0.336057
8.972656,-0.841624,-0.577348,-0.160208,0.446571
8.976563,-0.808809,-0.420757,0.070023,0.436648
8.980469,-0.816923,-0.444350,0.268186,0.595086
8.984375,-0.728608,-0.296025,0.454445,0.840716
8.988281,-0.529778,-0.113141,0.506060,1.085365
8.992188,-0.359725,0.102857,0.753597,1.246471
8.996094,-0.206486,0.457774,0.902491,1.311735
9.000000,-0.037329,0.698130,1.055300,1.418769
9.003906,0.155593,0.826822,1.263023,1.277652
9.007813,0.414373,1.056101,1.325935,1.205616
9.011719,0.581152,0.980491,1.169868,1.132494
9.015625,0.649921,1.072648,1.219108,0.950911
9.019531,0.736879,1.041746,0.982461,0.747129
9.023438,0.833185,0.947833,0.865941,0.664899
9.027344,0.852060,0.932459,0.859135,0.392835
9.031250,0.733161,0.869913,0.661300,0.420349
9.035156,0.657772,0.714748,0.507815,0.221494
9.039063,0.640301,0.644335,0.550393,0.313877
9.042969,0.667917,0.625582,0.499027,0.102632
9.046875,0.538240,0.639828,0.425097,0.090728
9.050781,0.600130,0.603594,0.293204,0.092158
9.054688,0.576607,0.468454,0.336159,0.019781
9.058594,0.545620,0.350491,0.165136,0.045420
9.062500,0.514361,0.282024,0.030570,-0.014073
9.066406,0.338862,0.176626,0.007873,-0.154052
9.070313,0.152050,0.132521,-0.134017,-0.110994
9.074219,0.036577,0.119418,-0.072772,-0.081405
9.078125,-0.063448,-0.091979,-0.001407,-0.106953
9.082031,-0.115928,0.079742,0.103954,0.114637
9.085938,0.037463,0.057913,0.121289,0.084853
9.089844,-0.090103,0.116740,0.141768,0.277515
9.093750,0.121591,0.346733,0.454541,0.341360
9.097656,0.264805,0.384365,0.439308,0.526806
9.101563,0.267201,0.571302,0.555677,0.482343
9.105469,0.439890,0.698922,0.609022,0.539158
9.109375,0.533715,0.674009,0.641264,0.291780
9.113281,0.754462,0.680349,0.509030,0.215268
9.117188,0.597237,0.634053,0.428874,0.201985
9.121094,0.600982,0.478321,0.338062,-0.006679
9.125000,0.549711,0.423019,0.180319,-0.198131
9.128906,0.552754,0.346352,0.129470,-0.102926
9.132813,0.515007,0.251008,0.074828,-0.276717
9.136719,0.435041,0.275167,0.034434,-0.220436
9.140625,0.354089,0.117501,-0.044122,-0.176300
9.144531,0.381962,0.137161,0.095414,-0.070864
9.148438,0.211554,0.266178,-0.054279,-0.132078
9.152344,0.374549,0.149489,0.123392,-0.118617
9.156250,0.369626,0.269657,-0.074933,-0.229199
9.160156,0.325884,0.171643,-0.036599,-0.260380
9.164063,0.175121,0.155248,-0.138249,-0.191246
9.167969,0.270082,-0.013811,-0.028880,-0.122936
9.171875,0.185453,0.087148,-0.162593,-0.257168
9.175781,0.053130,0.060778,-0.085273,-0.152156
9.179688,0.043303,0.110993,-0.030344,-0.120764
9.183594,0.090864,0.043467,0.009671,0.108465
9.187500,0.137282,0.111174,0.102870,0.075888
9.191406,0.262221,0.269418,0.306872,0.209331
9.195313,0.446198,0.417994,0.358342,0.341612
9.199219,0.631972,0.518660,0.463601,0.372596
9.203125,0.785473,0.774702,0.435094,0.221045
9.207031,0.869935,0.664221,0.470258,0.139653
9.210938,0.974945,0.770656,0.431562,-0.034791
9.214844,1.017872,0.672986,0.340324,-0.335404
9.218750,0.904650,0.601252,0.056434,-0.471300
9.222656,0.861592,0.353484,-0.227579,-0.580718
9.226563,0.774757,0.304771,-0.284533,-0.747485
9.230469,0.672044,0.103900,-0.487476,-0.884345
9.234375,0.383225,-0.159750,-0.676932,-1.039098
9.238281,0.241787,-0.300448,-0.616264,-1.009757
9.242188,0.138487,-0.345889,-0.733652,-1.080288
9.246094,0.007531,-0.492518,-0.913289,-0.947242
9.250000,-0.060920,-0.454242,-0.891613,-1.045170
9.253906,-0.069039,-0.522702,-0.992985,-0.970564
9.257813,-0.297594,-0.665943,-1.032599,-1.024626
9.261719,-0.224286,-0.833229,-1.104943,-1.064253
9.265625,-0.439070,-0.850324,-1.135226,-1.053144
9.269531,-0.587463,-0.930997,-1.168150,-0.958228
9.273438,-0.682492,-1.128031,-1.092039,-0.807527
9.277344,-0.814498,-1.028008,-0.966404,-0.700385
9.281250,-0.993261,-1.132390,-1.038733,-0.501865
9.285156,-0.955945,-0.970163,-0.900962,-0.389966
9.289063,-0.893730,-0.920718,-0.573694,-0.239075
9.292969,-0.765738,-0.659370,-0.385909,-0.011742
9.296875,-0.642107,-0.523647,-0.175284,0.198411
9.300781,-0.506700,-0.438660,-0.147104,0.206946
9.304688,-0.405034,-0.299744,0.032424,0.141807
9.308594,-0.191515,-0.175780,-0.012475,0.179863
9.312500,-0.143983,-0.058528,0.070672,0.208463
9.316406,-0.054671,-0.110543,0.013040,-0.031325
9.320313,-0.098867,0.001323,-0.063261,-0.027150
9.324219,-0.079450,-0.240109,-0.107539,-0.207506
9.328125,-0.096235,-0.226225,-0.287839,-0.300499
9.332031,-0.118003,-0.326659,-0.265359,-0.313732
9.335938,-0.300318,-0.300089,-0.405974,-0.184674
9.339844,-0.306900,-0.428678,-0.294143,-0.258669
9.343750,-0.399901,-0.314917,-0.317045,-0.228758
9.347656,-0.252663,-0.432430,-0.263783,-0.090939
9.351563,-0.219935,-0.392101,-0.350572,-0.201737
9.355469,-0.207340,-0.331094,-0.307161,-0.210342
9.359375,-0.228312,-0.352698,-0.445010,-0.216134
9.363281,-0.350911,-0.396503,-0.440843,-0.192095
9.367188,-0.345660,-0.534220,-0.403498,-0.207628
9.371094,-0.443079,-0.559055,-0.478212,-0.261286
9.375000,-0.536921,-0.571005,-0.467048,-0.102390
9.378906,-0.605235,-0.597697,-0.326802,-0.002825
9.382813,-0.671928,-0.538355,-0.259551,0.059745
9.386719,-0.693194,-0.423578,-0.207552,0.151642
9.390625,-0.611030,-0.463406,0.018348,0.291096
9.394531,-0.394138,-0.184955,0.088092,0.299731
9.398438,-0.452940,-0.124955,0.283333,0.476151
9.402344,-0.134300,-0.015388,0.261616,0.414422
9.406250,-0.111335,0.099882,0.375079,0.434578
9.410156,0.049158,0.173138,0.206947,0.192851
9.414063,0.005081,0.074043,0.246953,0.128036
9.417969,-0.045713,0.115275,0.100163,0.108634
9.421875,0.025670,-0.122803,-0.163427,-0.096798
9.425781,-0.121271,-0.212745,-0.257361,-0.114241
9.429688,-0.146527,-0.205256,-0.224241,-0.143879
9.433594,-0.414530,-0.337771,-0.258020,-0.189794
9.437500,-0.397627,-0.480171,-0.435939,-0.268150
9.441406,-0.438076,-0.385671,-0.334962,-0.185869
9.445313,-0.594033,-0.469832,-0.370381,-0.115692
9.449219,-0.529339,-0.513042,-0.197774,-0.012344
9.453125,-0.508641,-0.408680,-0.160073,0.147450
9.457031,-0.691689,-0.472332,-0.283526,0.188132
9.460938,-0.558059,-0.425047,-0.113248,0.241736
9.464844,-0.605399,-0.526407,-0.228927,0.154099
9.468750,-0.818145,-0.427802,-0.173601,0.284569
9.472656,-0.707491,-0.508344,-0.058735,0.348050
9.476563,-0.758310,-0.505910,0.137327,0.528042
9.480469,-0.732230,-0.318323,0.167194,0.575678
9.484375,-0.817130,-0.301544,0.334265,0.859551
9.488281,-0.537867,-0.000591,0.638567,1.081893
9.492188,-0.493568,0.272068,0.693141,1.145445
9.496094,-0.159641,0.515276,1.017230,1.370423
9.500000,0.058683,0.733182,1.171326,1.316800
9.503906,0.258631,0.934435,1.270370,1.384132
9.507813,0.492250,0.952982,1.232851,1.184390
9.511719,0.647570,1.147363,1.208217,1.141370
9.515625,0.658571,1.110243,1.060678,0.873490
9.519531,0.857632,0.951587,1.094928,0.803748
9.523438,0.900111,1.006476,0.827352,0.666242
9.527344,0.775865,0.843258,0.846879,0.471551
9.531250,0.829454,0.753007,0.600599,0.323839
9.535156,0.587369,0.660401,0.641631,0.276441
9.539063,0.622412,0.741135,0.432094,0.236743
9.542969,0.532107,0.530894,0.369584,0.239253
9.546875,0.601055,0.622037,0.365306,0.176783
9.550781,0.496920,0.546190,0.267140,0.103029
9.554688,0.549722,0.571951,0.211716,-0.007667
9.558594,0.526799,0.465884,0.143236,-0.082590
9.562500,0.524900,0.387577,0.015162,-0.062818
9.566406,0.318420,0.158695,0.116530,-0.207171
9.570313,0.138551,0.031967,-0.029670,-0.166207
9.574219,0.185075,-0.002775,-0.130235,-0.131854
9.578125,0.099314,0.044571,-0.133791,-0.142562
9.582031,-0.104526,-0.091346,0.076752,-0.051671
9.585938,-0.108120,0.029888,0.177524,0.249742
9.589844,-0.076350,0.063083,0.258769,0.234485
9.593750,0.098273,0.184974,0.442703,0.466706
9.597656,0.207476,0.395930,0.484304,0.556271
9.601563,0.299462,0.561501,0.651721,0.404809
9.605469,0.447283,0.599258,0.610335,0.411660
9.609375,0.649501,0.703551,0.633058,0.336130
9.613281,0.650958,0.648845,0.560456,0.246382
9.617188,0.737131,0.633256,0.388588,0.035675
9.621094,0.581566,0.624882,0.269879,0.010352
9.625000,0.694389,0.392046,0.141907,-0.107756
9.628906,0.504835,0.403337,0.199221,-0.105497
9.632813,0.390953,0.327010,-0.007752,-0.142671
9.636719,0.378981,0.127582,0.006094,-0.274753
9.640625,0.293569,0.166287,0.078583,-0.252749
9.644531,0.248418,0.175977,0.085970,-0.210852
9.648438,0.320337,0.086087,-0.024144,-0.088441
9.652344,0.325360,0.107790,0.019771,-0.154802
9.656250,0.246664,0.095377,0.027399,-0.107262
9.660156,0.328079,0.072109,-0.093888,-0.124612
9.664063,0.290680,0.163378,-0.055607,-0.184878
9.667969,0.279264,0.054342,-0.012753,-0.244335
9.671875,0.175789,0.022036,-0.079833,-0.249746
9.675781,0.100353,-0.060337,-0.070036,-0.236918
9.679688,0.129153,0.031751,-0.005354,0.010936
9.683594,0.145088,0.090320,-0.004045,0.110303
9.687500,0.103530,0.209920,0.141786,0.186130
9.691406,0.263772,0.230528,0.296672,0.258244
9.695313,0.420011,0.519302,0.485218,0.378387
9.699219,0.500735,0.689590,0.483803,0.336168
9.703125,0.651963,0.709247,0.627478,0.195842
9.707031,0.879424,0.832676,0.438391,0.105476
9.710938,0.932173,0.755930,0.304746,0.033084
9.714844,0.918755,0.609530,0.252644,-0.191894
9.718750,0.864351,0.548438,-0.004189,-0.484801
9.722656,0.862005,0.475260,-0.156325,-0.728834
9.726563,0.759583,0.174020,-0.285263,-0.825284
9.730469,0.600228,0.066746,-0.520240,-0.989315
9.734375,0.398024,-0.012238,-0.681530,-0.970079
9.738281,0.223238,-0.250122,-0.714205,-0.952135
9.742188,0.289563,-0.235400,-0.713287,-1.092425
9.746094,0.118560,-0.349753,-0.756006,-1.041261
9.750000,0.063949,-0.491255,-0.865184,-1.061631
9.753906,-0.094614,-0.677593,-0.968238,-0.981092
9.757813,-0.114910,-0.624208,-1.019112,-1.075209
9.761719,-0.374627,-0.695840,-1.153815,-1.045546
9.765625,-0.411473,-0.862868,-1.143424,-1.043853
9.769531,-0.559982,-0.941295,-1.112883,-1.000581
9.773438,-0.672802,-1.010940,-1.106851,-0.967807
9.777344,-0.778977,-1.094234,-1.065394,-0.747454
9.781250,-0.951519,-1.132683,-0.945357,-0.610018
9.785156,-0.969028,-0.935006,-0.786585,-0.363483
9.789063,-0.991573,-0.899622,-0.585226,-0.188253
9.792969,-0.794988,-0.625765,-0.515673,-0.067904
9.796875,-0.769721,-0.600770,-0.237794,0.118364
9.800781,-0.531396,-0.395177,-0.098781,0.218658
9.804688,-0.306766,-0.195478,0.072169,0.201309
9.808594,-0.255169,-0.070128,0.010146,0.297352
9.812500,-0.204658,0.023782,0.045468,0.168285
9.816406,-0.109150,-0.128796,-0.045252,-0.054142
9.820313,-0.041530,-0.135899,-0.144480,0.016358
9.824219,-0.087295,-0.107598,-0.261269,-0.178960
9.828125,-0.106769,-0.250980,-0.246188,-0.176986
9.832031,-0.113227,-0.268628,-0.217021,-0.267127
9.835938,-0.299002,-0.357347,-0.240930,-0.177246
9.839844,-0.341510,-0.380976,-0.316603,-0.165877
9.843750,-0.349563,-0.273187,-0.335511,-0.112799
9.847656,-0.381064,-0.396035,-0.238236,-0.157908
9.851563,-0.200654,-0.367573,-0.221760,-0.217003
9.855469,-0.211846,-0.268354,-0.272833,-0.282479
9.859375,-0.253503,-0.466431,-0.393894,-0.279953
9.863281,-0.437905,-0.336755,-0.464077,-0.337071
9.867188,-0.502622,-0.450333,-0.403304,-0.210281
9.871094,-0.439554,-0.603826,-0.519861,-0.187656
9.875000,-0.512143,-0.639818,-0.375371,-0.208204
9.878906,-0.759444,-0.600289,-0.361910,-0.043197
9.882813,-0.621482,-0.608136,-0.252562,-0.020065
9.886719,-0.738437,-0.506239,-0.292366,0.067505
9.890625,-0.633359,-0.440108,-0.053023,0.280247
9.894531,-0.514607,-0.157321,0.142068,0.432311
9.898438,-0.430992,-0.155153,0.219063,0.471237
9.902344,-0.291971,0.097084,0.202388,0.480667
9.906250,-0.125498,0.169169,0.199242,0.420731
9.910156,-0.021753,0.069051,0.192759,0.307880
9.914063,0.053170,0.076496,0.221930,0.135064
9.917969,-0.012185,0.123632,0.067774,0.013117
9.921875,0.016866,-0.075778,-0.063357,-0.077637
9.925781,-0.138237,-0.264076,-0.094941,-0.095200
9.929688,-0.140350,-0.229359,-0.332743,-0.262688
9.933594,-0.324557,-0.414087,-0.279356,-0.247922
9.937500,-0.434787,-0.374924,-0.285234,-0.235314
9.941406,-0.470775,-0.545132,-0.372931,-0.046765
9.945313,-0.601858,-0.471169,-0.273588,-0.123230
9.949219,-0.482251,-0.459149,-0.177223,-0.036620
9.953125,-0.504482,-0.485931,-0.239091,0.080925
9.957031,-0.536044,-0.428790,-0.223029,0.008672
9.960938,-0.566333,-0.563444,-0.123376,0.119165
9.964844,-0.681058,-0.446850,-0.108166,0.106516
9.968750,-0.712320,-0.488420,-0.129783,0.341804
9.972656,-0.823821,-0.569781,-0.101556,0.327526
9.976563,-0.900462,-0.374227,-0.060082,0.494409
9.980469,-0.702932,-0.318116,0.167084,0.764785
9.984375,-0.832378,-0.255199,0.423913,0.812563
9.988281,-0.689278,-0.114700,0.539679,1.023334
9.992188,-0.444066,0.237630,0.740165,1.178899
9.996094,-0.145614,0.370601,0.968593,1.209674
10.000000,0.044151,0.665498,1.054903,1.321477
10.003906,0.313333,0.842984,1.242335,1.242398
10.007813,0.437294,1.030310,1.217140,1.329283
10.011719,0.712807,1.090229,1.265970,1.041658
10.015625,0.830512,1.065482,1.124784,0.867085
10.019531,0.790948,1.027386,1.027353,0.812268
10.023438,0.880487,1.070425,0.912185,0.693663
10.027344,0.743415,0.866351,0.862471,0.394244
10.031250,0.668568,0.868289,0.741204,0.352500
10.035156,0.705435,0.751083,0.538437,0.211613
10.039063,0.542601,0.634814,0.429487,0.211050
10.042969,0.687546,0.691449,0.374927,0.156441
10.046875,0.493740,0.545231,0.501106,0.086896
10.050781,0.538769,0.510100,0.323167,0.174221
10.054688,0.479045,0.398056,0.193535,0.030627
10.058594,0.479989,0.464838,0.159767,-0.068306
10.062500,0.524682,0.283847,0.140593,-0.158315
10.066406,0.276001,0.138932,0.074645,-0.229981
10.070313,0.183357,0.051919,0.021364,-0.186529
10.074219,0.052335,0.103685,-0.131519,-0.046176
10.078125,0.114910,0.020889,0.013798,-0.173373
10.082031,-0.037532,-0.103957,-0.000030,-0.029448
10.085938,-0.004748,0.041640,0.063231,0.180313
10.089844,0.036056,0.230164,0.220799,0.214539
10.093750,0.088392,0.173742,0.365352,0.334242
10.097656,0.306851,0.407304,0.548689,0.508979
10.101563,0.453153,0.600816,0.495280,0.502834
10.105469,0.573455,0.722751,0.551356,0.407881
10.109375,0.696223,0.595245,0.678505,0.279287
10.113281,0.680210,0.735593,0.499268,0.297506
10.117188,0.648374,0.621336,0.407218,0.062755
10.121094,0.728168,0.506610,0.392300,0.011622
10.125000,0.606520,0.460024,0.223309,-0.113199
10.128906,0.470176,0.401344,0.023300,-0.123525
10.132813,0.339127,0.252918,0.004046,-0.199387
10.136719,0.378651,0.156948,-0.042538,-0.194144
10.140625,0.256714,0.153559,-0.061473,-0.272453
10.144531,0.336698,0.209344,-0.086629,-0.094252
10.148438,0.203309,0.158217,0.080707,-0.139153
10.152344,0.239739,0.186478,0.088151,-0.234314
10.156250,0.290532,0.189283,-0.066318,-0.168562
10.160156,0.278375,0.057436,-0.004918,-0.179836
10.164063,0.211953,0.194388,-0.036595,-0.110762
10.167969,0.164937,0.153551,-0.116682,-0.237157
10.171875,0.227347,-0.071340,-0.059089,-0.167743
10.175781,0.181200,0.055276,-0.151947,-0.071074
10.179688,0.105761,0.060880,-0.009836,0.011763
10.183594,0.093584,0.053937,0.072033,0.135291
10.187500,0.115253,0.269813,0.157853,0.233309
10.191406,0.226049,0.397700,0.358491,0.176466
10.195313,0.433021,0.475064,0.493960,0.201619
10.199219,0.535886,0.534293,0.470180,0.351928
10.203125,0.657138,0.718224,0.606568,0.192499
10.207031,0.835645,0.807000,0.440831,0.058328
10.210938,0.846625,0.786485,0.488082,-0.142481
10.214844,1.056640,0.690340,0.153456,-0.184860
10.218750,0.998527,0.632234,-0.023373,-0.428784
10.222656,0.914647,0.508996,-0.169050,-0.602565
10.226563,0.668184,0.236361,-0.360172,-0.868981
10.230469,0.684592,0.136666,-0.382716,-0.869560
10.234375,0.438237,-0.076909,-0.557627,-1.080378
10.238281,0.300343,-0.148142,-0.801865,-1.009356
10.242188,0.107290,-0.254259,-0.696644,-1.076707
10.246094,0.004459,-0.327651,-0.924710,-0.986162
10.250000,-0.057604,-0.423166,-0.884102,-0.991472
10.253906,-0.042362,-0.647746,-0.850466,-0.997284
10.257813,-0.276060,-0.585527,-0.964467,-0.996322
10.261719,-0.309025,-0.725191,-1.102360,-1.041600
10.265625,-0.531063,-0.860227,-1.064558,-1.123653
10.269531,-0.683272,-1.087776,-1.189435,-0.914473
10.273438,-0.827907,-1.102763,-1.133877,-0.848345
10.277344,-0.860721,-1.069263,-1.039180,-0.848863
10.281250,-0.987259,-1.172928,-1.031712,-0.624866
10.285156,-1.035929,-1.053611,-0.819097,-0.378159
10.289063,-0.965463,-0.882643,-0.589105,-0.296408
10.292969,-0.882790,-0.798475,-0.364047,0.064409
10.296875,-0.676294,-0.561194,-0.280169,0.118815
10.300781,-0.538914,-0.398870,-0.016544,0.206518
10.304688,-0.375928,-0.281081,0.001723,0.310752
10.308594,-0.247998,-0.135828,0.027443,0.141764
10.312500,-0.184309,-0.083888,0.079436,0.165596
10.316406,-0.125313,0.028891,0.031696,0.062026
10.320313,-0.099254,-0.160629,-0.069573,-0.162532
10.324219,-0.115397,-0.069661,-0.129898,-0.122358
10.328125,-0.218222,-0.250870,-0.224036,-0.172048
10.332031,-0.285923,-0.214813,-0.199675,-0.326915
10.335938,-0.226405,-0.236839,-0.257384,-0.179622
10.339844,-0.373475,-0.300013,-0.249133,-0.174727
10.343750,-0.344124,-0.274589,-0.376184,-0.173949
10.347656,-0.281340,-0.405368,-0.330423,-0.137554
10.351563,-0.321045,-0.375199,-0.355130,-0.198193
10.355469,-0.354680,-0.377858,-0.341323,-0.243594
10.359375,-0.232286,-0.446419,-0.445567,-0.224765
10.363281,-0.278803,-0.500838,-0.445963,-0.251050
10.367188,-0.461572,-0.469171,-0.389283,-0.187255
10.371094,-0.570241,-0.567873,-0.513388,-0.329236
10.375000,-0.557408,-0.618948,-0.370507,-0.223417
10.378906,-0.754100,-0.636501,-0.420494,-0.169855
10.382813,-0.603522,-0.666501,-0.229590,0.005841
10.386719,-0.723093,-0.451466,-0.268344,0.145418
10.390625,-0.684776,-0.424192,-0.089551,0.353730
10.394531,-0.576662,-0.216406,0.161108,0.328582
10.398438,-0.442055,-0.001525,0.169740,0.446552
10.402344,-0.306506,0.116361,0.266800,0.372661
10.406250,-0.011586,0.044912,0.305960,0.444000
10.410156,0.071709,0.160738,0.236170,0.281183
10.414063,0.144156,0.161886,0.183030,0.168800
10.417969,0.123790,0.065876,0.087261,0.075847
10.421875,0.014163,0.014122,-0.117590,-0.161038
